date,system,division,rank,note,fighter,fighter_id
2021-03-28,media,Women's Bantamweight,15,,Julia Avila,86d9dbe1bfcbade7
2021-03-28,media,Women's Flyweight,0,,Valentina Shevchenko,132deb59abae64b1
2021-03-28,media,Women's Flyweight,1,,Jéssica Andrade,6a1901c62ab3870f
2021-03-28,media,Women's Flyweight,2,,Katlyn Chookagian,e872e9a9a902c045
2021-03-28,media,Women's Flyweight,3,,Lauren Murphy,729d4bd5a6cd0a97
2021-03-28,media,Women's Flyweight,4,,Jennifer Maia,8e1f36476ef02a6a
2021-03-28,media,Women's Flyweight,5,,Cynthia Calvillo,98215d037be5bcb7
2021-03-28,media,Women's Flyweight,6,,Joanne Calderwood,12f91bfa8f1f723b
2021-03-28,media,Women's Flyweight,7,,Viviane Araújo,36541f1e6c5d4955
2021-03-28,media,Women's Flyweight,8,,Jessica Eye,f72465a784c1b084
2021-03-28,media,Women's Flyweight,9,,Roxanne Modafferi,4498b382c65a7faa
2021-03-28,media,Women's Flyweight,10,,Alexa Grasso,e8b731feff72294b
2021-03-28,media,Women's Flyweight,11,,Andrea Lee,05fa626cb33d15b8
2021-03-28,media,Women's Flyweight,12,,Antonina Shevchenko,d7338bcb141abd2c
2021-03-28,media,Women's Flyweight,13,,Taila Santos,f7467152fd9f18a2
2021-03-28,media,Women's Flyweight,14,,Maycee Barber,6a740daf1b279661
2021-03-28,media,Women's Flyweight,15,,Gillian Robertson,38c7f72747f4f712
2021-03-28,media,Women's Strawweight,0,,Zhang Weili,1ebe20ebbfa15e29
2021-03-28,media,Women's Strawweight,1,,Rose Namajunas,47b63240018d5d86
2021-03-28,media,Women's Strawweight,2,,Joanna Jędrzejczyk,3d6749c4267da18f
2021-03-28,media,Women's Strawweight,3,,Yan Xiaonan,c41d426cc7326d1b
2021-03-28,media,Women's Strawweight,4,,Carla Esparza,d910665038efc639
2021-03-28,media,Women's Strawweight,5,,Nina Ansaroff,d343df8ba11f4c4e
2021-03-28,media,Women's Strawweight,6,,Marina Rodriguez,cd2c4d30c6e13b47
2021-03-28,media,Women's Strawweight,7,,Cláudia Gadelha,ec34349e7dffcde7
2021-03-28,media,Women's Strawweight,8,,Michelle Waterson,eb04b9d31e938edb
2021-03-28,media,Women's Strawweight,9,,Tecia Torres,31ef8b67e13495b3
2021-03-28,media,Women's Strawweight,10,,Amanda Ribas,beecb672a279223e
2021-03-28,media,Women's Strawweight,11,,Mackenzie Dern,7447e9f28508106a
2021-03-28,media,Women's Strawweight,12,,Angela Hill,f0feeb2192937424
2021-03-28,media,Women's Strawweight,13,,Virna Jandiroba,7dda2cf308f24a02
2021-03-28,media,Women's Strawweight,14,,Amanda Lemos,3df5493bb279226f
2021-03-28,media,Women's Strawweight,15,,Felice Herrig,b6850671a008bf9a
2021-04-04,media,Bantamweight,0,,Aljamain Sterling,cb696ebfb6598724
2021-04-04,media,Bantamweight,1,,Petr Yan,d661ce4da776fc20
2021-04-04,media,Bantamweight,2,,Cory Sandhagen,65f09bacd3957381
2021-04-04,media,Bantamweight,3,,Rob Font,05339613bf8e9808
2021-04-04,media,Bantamweight,4,,Cody Garbrandt,d8c7c61b176e3994
2021-04-04,media,Bantamweight,5,,José Aldo,d0f3959b4a9747e6
2021-04-04,media,Bantamweight,6,,Marlon Moraes,fea79f9bc8c68769
2021-04-04,media,Bantamweight,7,,Frankie Edgar,f2688492b9a525a3
2021-04-04,media,Bantamweight,8,,Pedro Munhoz,6bd02119599741a4
2021-04-04,media,Bantamweight,9,,Dominick Cruz,10f3ba6cd2f44a97
2021-04-04,media,Bantamweight,10,,Raphael Assunção,2f13e4020cea5b38
2021-04-04,media,Bantamweight,11,,Jimmie Rivera,9c907996820d2d69
2021-04-04,media,Bantamweight,12,,Merab Dvalishvili,c03520b5c88ed6b4
2021-04-04,media,Bantamweight,13,,Cody Stamann,bf7ad5628363eec9
2021-04-04,media,Bantamweight,14,,Kyler Phillips,60425d07ef4b91a7
2021-04-04,media,Bantamweight,15,,Marlon Vera,7c7332319c14094c
2021-04-04,media,Featherweight,0,,Alexander Volkanovski,e1248941344b3288
2021-04-04,media,Featherweight,1,,Max Holloway,150ff4cc642270b9
2021-04-04,media,Featherweight,2,,Brian Ortega,def8166ff24bd237
2021-04-04,media,Featherweight,3,,Zabit Magomedsharipov,87aa9fb63d6b51a1
2021-04-04,media,Featherweight,4,,Yair Rodríguez,cbf5e6f231b55443
2021-04-04,media,Featherweight,5,,Chan Sung Jung,c451d67c09c55418
2021-04-04,media,Featherweight,6,,Calvin Kattar,751de04455cfaac0
2021-04-04,media,Featherweight,7,,Josh Emmett,fba03cd6cc28dc41
2021-04-04,media,Featherweight,8,,Dan Ige,82a5152216251682
2021-04-04,media,Featherweight,9,,Jeremy Stephens,18968f97ad34f15c
2021-04-04,media,Featherweight,10,,Arnold Allen,040a74bb0a465c54
2021-04-04,media,Featherweight,11,,Sodiq Yusuff,94426bb170c88115
2021-04-04,media,Featherweight,12,,Shane Burgos,98d961097baaf308
2021-04-04,media,Featherweight,13,,Bryce Mitchell,d9c6f19f958643e9
2021-04-04,media,Featherweight,14,,Edson Barboza,64a50dad704d1d49
2021-04-04,media,Featherweight,15,,Movsar Evloev,76e2870ffafbe38f
2021-04-04,media,Flyweight,0,,Deiveson Figueiredo,aa72b0f831d0bfe5
2021-04-04,media,Flyweight,1,,Brandon Moreno,792be9a24df82ed6
2021-04-04,media,Flyweight,2,,Askar Askarov,b1d19449397541dc
2021-04-04,media,Flyweight,3,,Alexandre Pantoja,a0f0004aadf10b71
2021-04-04,media,Flyweight,4,,Alex Perez,ab2b4ff41d6ebe0f
2021-04-04,media,Flyweight,5,,Joseph Benavidez,80eacd4da0617c57
2021-04-04,media,Flyweight,6,,Brandon Royval,6e15f63b6c2e2c15
2021-04-04,media,Flyweight,7,,Kai Kara-France,853eb0dd5c0e2149
2021-04-04,media,Flyweight,8,,Matt Schnell,67c1d46f4ed16f9e
2021-04-04,media,Flyweight,9,,Rogério Bontorin,07a2bdaa0afdd831
2021-04-04,media,Flyweight,10,,Tim Elliott,c96d9178c9ed9e62
2021-04-04,media,Flyweight,11,,David Dvořák,9ada30894bf04e19
2021-04-04,media,Flyweight,12,,Raulian Paiva,82b4e942781b1046
2021-04-04,media,Flyweight,13,,Su Mudaerji,3cf18e01cb6cbde3
2021-04-04,media,Flyweight,14,,Matheus Nicolau,1a31ef98efce7a79
2021-04-04,media,Flyweight,15,,Amir Albazi,6d35bf94f7d30241
2021-04-04,media,Heavyweight,0,,Francis Ngannou,8d03ce87ca14e778
2021-04-04,media,Heavyweight,1,,Stipe Miocic,d28dee5c705991df
2021-04-04,media,Heavyweight,2,,Derrick Lewis,d3df1add9d9a7efb
2021-04-04,media,Heavyweight,3,,Curtis Blaydes,fa6796c55d6c5440
2021-04-04,media,Heavyweight,4,,Ciryl Gane,787bb1f087ccff8a
2021-04-04,media,Heavyweight,5,,Alexander Volkov,279566840aa55bf2
2021-04-04,media,Heavyweight,6,,Jairzinho Rozenstruik,2cd428e9606856fd
2021-04-04,media,Heavyweight,7,,Shamil Abdurakhimov,2f5cbecbbe18bac4
2021-04-04,media,Heavyweight,8,,Walt Harris,03f982ca3735070c
2021-04-04,media,Heavyweight,9,,Augusto Sakai,441eacbe20e0e80b
2021-04-04,media,Heavyweight,10,,Chris Daukaus,d0aaedcf7ccd0b45
2021-04-04,media,Heavyweight,11,,Marcin Tybura,c9cf753cfdf77fc2
2021-04-04,media,Heavyweight,12,,Blagoy Ivanov,1788eee370f077b7
2021-04-04,media,Heavyweight,13,,Tom Aspinall,399afbabc02376b5
2021-04-04,media,Heavyweight,14,,Sergei Pavlovich,f14cf73e51b29254
2021-04-04,media,Heavyweight,15,,Aleksei Oleinik,98c23cb6da5b3352
2021-04-04,media,Light Heavyweight,0,,Jan Błachowicz,99df7d0a2a08a8a8
2021-04-04,media,Light Heavyweight,1,,Glover Teixeira,7ff97850e8c32bda
2021-04-04,media,Light Heavyweight,2,,Aleksandar Rakić,333b9e5c723ac873
2021-04-04,media,Light Heavyweight,3,,Dominick Reyes,2e19380f34871c6a
2021-04-04,media,Light Heavyweight,4,,Thiago Santos,dea070ed4a2a8281
2021-04-04,media,Light Heavyweight,5,,Jiří Procházka,009341ed974bad72
2021-04-04,media,Light Heavyweight,6,,Anthony Smith,d4c9dcd330403612
2021-04-04,media,Light Heavyweight,7,,Magomed Ankalaev,d802174b0c0c1f4e
2021-04-04,media,Light Heavyweight,8,,Volkan Oezdemir,0845c81e37d3bcb3
2021-04-04,media,Light Heavyweight,9,,Nikita Krylov,1091d4d957141094
2021-04-04,media,Light Heavyweight,10,,Johnny Walker,c21f26bbde777573
2021-04-04,media,Light Heavyweight,11,,Ryan Spann,a67f5afa8d6a1b80
2021-04-04,media,Light Heavyweight,12,,Misha Cirkunov,67f272324a030d00
2021-04-04,media,Light Heavyweight,13,,Jimmy Crute,70e1f8a821b72c8b
2021-04-04,media,Light Heavyweight,14,,Paul Craig,eabf206b162b3b83
2021-04-04,media,Light Heavyweight,15,,Jamahal Hill,5444c5a201d3ee5a
2021-04-04,media,Lightweight,1,,Dustin Poirier,029eaff01e6bb8f0
2021-04-04,media,Lightweight,2,,Justin Gaethje,9e8f6c728eb01124
2021-04-04,media,Lightweight,3,,Charles Oliveira,07225ba28ae309b6
2021-04-04,media,Lightweight,4,,Michael Chandler,4b93a88f3b1de35b
2021-04-04,media,Lightweight,5,,Tony Ferguson,22a92d7f62195791
2021-04-04,media,Lightweight,6,,Conor McGregor,f4c49976c75c5ab2
2021-04-04,media,Lightweight,7,,Rafael dos Anjos,6a2f7c151031653d
2021-04-04,media,Lightweight,8,,Dan Hooker,193b9d1858bc4df3
2021-04-04,media,Lightweight,9,,Beneil Dariush,08af939f41b5a57b
2021-04-04,media,Lightweight,10,,Paul Felder,e5010b1b94ca5755
2021-04-04,media,Lightweight,11,,Islam Makhachev,275aca31f61ba28c
2021-04-04,media,Lightweight,12,,Carlos Diego Ferreira,f53d4f21d1b5f2dc
2021-04-04,media,Lightweight,13,,Kevin Lee,ee9ebceabfd16fa7
2021-04-04,media,Lightweight,14,,Al Iaquinta,59279a7c978f7da0
2021-04-04,media,Lightweight,15,,Gregor Gillespie,84ff027394f7e470
2021-04-04,media,Middleweight,0,,Israel Adesanya,1338e2c7480bdf9e
2021-04-04,media,Middleweight,1,,Robert Whittaker,e1147d3d2dabe1ce
2021-04-04,media,Middleweight,2,,Paulo Costa,2e5c2aa8e4ab9d82
2021-04-04,media,Middleweight,3,,Jared Cannonier,13a0275fa13c4d26
2021-04-04,media,Middleweight,4,,Derek Brunson,b1a3e0aca758b322
2021-04-04,media,Middleweight,5,,Darren Till,9ce6d5a03af801b7
2021-04-04,media,Middleweight,6,,Marvin Vettori,7acbb0972e75281a
2021-04-04,media,Middleweight,7,,Jack Hermansson,0a1942069c9ad6b6
2021-04-04,media,Middleweight,8,,Kelvin Gastelum,8c0580d4fff106c1
2021-04-04,media,Middleweight,9,,Uriah Hall,65578a75fa7900e3
2021-04-04,media,Middleweight,10,,Kevin Holland,3a46b268013afede
2021-04-04,media,Middleweight,11,,Chris Weidman,3a8176e15b9887c1
2021-04-04,media,Middleweight,12,,Edmen Shahbazyan,4144798612ef96e5
2021-04-04,media,Middleweight,13,,Omari Akhmedov,16690d100f995f8f
2021-04-04,media,Middleweight,14,,Brad Tavares,0c6d9ea8306c029e
2021-04-04,media,Middleweight,15,,Sean Strickland,0d8011111be000b2
2021-04-04,media,Welterweight,0,,Kamaru Usman,f1b2aa7853d1ed6e
2021-04-04,media,Welterweight,1,,Colby Covington,dc9572dd6ec74859
2021-04-04,media,Welterweight,2,,Gilbert Burns,23024fdfc966410a
2021-04-04,media,Welterweight,3,,Leon Edwards,f1fac969a1d70b08
2021-04-04,media,Welterweight,4,,Jorge Masvidal,47b9e0e7703a4868
2021-04-04,media,Welterweight,5,,Stephen Thompson,4a28cb716c19157a
2021-04-04,media,Welterweight,6,,Vicente Luque,6d4b63c767106d3a
2021-04-04,media,Welterweight,7,,Michael Chiesa,c58f51dedb310998
2021-04-04,media,Welterweight,8,,Demian Maia,427b5953ac8e3a27
2021-04-04,media,Welterweight,9,,Neil Magny,84b3e7d38f2d2ec5
2021-04-04,media,Welterweight,10,,Tyron Woodley,effd9de9937996f8
2021-04-04,media,Welterweight,11,,Geoff Neal,b997be68943010fc
2021-04-04,media,Welterweight,12,,Li Jingliang,e64b96c07d7ce999
2021-04-04,media,Welterweight,13,,Belal Muhammad,b1b0729d27936f2f
2021-04-04,media,Welterweight,14,,Sean Brady,45f7cb591c3ab00b
2021-04-04,media,Welterweight,15,,Robbie Lawler,f2925e6db404bf1d
2021-04-04,media,Women's Bantamweight,0,,Amanda Nunes,80fa8218c99f9c58
2021-04-04,media,Women's Bantamweight,1,,Germaine de Randamie,1d239d571e342453
2021-04-04,media,Women's Bantamweight,2,,Holly Holm,634e2fb70bde3fd5
2021-04-04,media,Women's Bantamweight,3,,Aspen Ladd,d4691518d012b9e7
2021-04-04,media,Women's Bantamweight,4,,Irene Aldana,578ef12674df1e6a
2021-04-04,media,Women's Bantamweight,5,,Yana Kunitskaya,3143bf892608139a
2021-04-04,media,Women's Bantamweight,6,,Julianna Peña,3253b16d38ae087d
2021-04-04,media,Women's Bantamweight,7,,Ketlen Vieira,b9706f80d005036c
2021-04-04,media,Women's Bantamweight,8,,Sara McMann,7be74a12d7352df2
2021-04-04,media,Women's Bantamweight,9,,Macy Chiasson,9cdd2da1a9104a0b
2021-04-04,media,Women's Bantamweight,10,,Lina Länsberg,2eeaefbfc7f9fcff
2021-04-04,media,Women's Bantamweight,11,,Pannie Kianzad,91dac5e69e28d5b5
2021-04-04,media,Women's Bantamweight,12,,Marion Reneau,c7d297714d9ab1a4
2021-04-04,media,Women's Bantamweight,13,,Sijara Eubanks,4234f0097c83fa62
2021-04-04,media,Women's Bantamweight,14,,Karol Rosa,351c4ec637380ad5
2021-04-04,media,Women's Bantamweight,15,,Julia Avila,86d9dbe1bfcbade7
2021-04-04,media,Women's Flyweight,0,,Valentina Shevchenko,132deb59abae64b1
2021-04-04,media,Women's Flyweight,1,,Jéssica Andrade,6a1901c62ab3870f
2021-04-04,media,Women's Flyweight,2,,Katlyn Chookagian,e872e9a9a902c045
2021-04-04,media,Women's Flyweight,3,,Lauren Murphy,729d4bd5a6cd0a97
2021-04-04,media,Women's Flyweight,4,,Jennifer Maia,8e1f36476ef02a6a
2021-04-04,media,Women's Flyweight,5,,Cynthia Calvillo,98215d037be5bcb7
2021-04-04,media,Women's Flyweight,6,,Joanne Calderwood,12f91bfa8f1f723b
2021-04-04,media,Women's Flyweight,7,,Viviane Araújo,36541f1e6c5d4955
2021-04-04,media,Women's Flyweight,8,,Jessica Eye,f72465a784c1b084
2021-04-04,media,Women's Flyweight,9,,Roxanne Modafferi,4498b382c65a7faa
2021-04-04,media,Women's Flyweight,10,,Alexa Grasso,e8b731feff72294b
2021-04-04,media,Women's Flyweight,11,,Andrea Lee,05fa626cb33d15b8
2021-04-04,media,Women's Flyweight,12,,Antonina Shevchenko,d7338bcb141abd2c
2021-04-04,media,Women's Flyweight,13,,Taila Santos,f7467152fd9f18a2
2021-04-04,media,Women's Flyweight,14,,Maycee Barber,6a740daf1b279661
2021-04-04,media,Women's Flyweight,15,,Miranda Maverick,f29a6350c69f4a33
2021-04-04,media,Women's Strawweight,0,,Zhang Weili,1ebe20ebbfa15e29
2021-04-04,media,Women's Strawweight,1,,Rose Namajunas,47b63240018d5d86
2021-04-04,media,Women's Strawweight,2,,Joanna Jędrzejczyk,3d6749c4267da18f
2021-04-04,media,Women's Strawweight,3,,Yan Xiaonan,c41d426cc7326d1b
2021-04-04,media,Women's Strawweight,4,,Carla Esparza,d910665038efc639
2021-04-04,media,Women's Strawweight,5,,Nina Ansaroff,d343df8ba11f4c4e
2021-04-04,media,Women's Strawweight,6,,Marina Rodriguez,cd2c4d30c6e13b47
2021-04-04,media,Women's Strawweight,7,,Cláudia Gadelha,ec34349e7dffcde7
2021-04-04,media,Women's Strawweight,8,,Michelle Waterson,eb04b9d31e938edb
2021-04-04,media,Women's Strawweight,9,,Tecia Torres,31ef8b67e13495b3
2021-04-04,media,Women's Strawweight,10,,Amanda Ribas,beecb672a279223e
2021-04-04,media,Women's Strawweight,11,,Mackenzie Dern,7447e9f28508106a
2021-04-04,media,Women's Strawweight,12,,Angela Hill,f0feeb2192937424
2021-04-04,media,Women's Strawweight,13,,Virna Jandiroba,7dda2cf308f24a02
2021-04-04,media,Women's Strawweight,14,,Amanda Lemos,3df5493bb279226f
2021-04-04,media,Women's Strawweight,15,,Felice Herrig,b6850671a008bf9a
2021-04-10,media,Bantamweight,0,,Aljamain Sterling,cb696ebfb6598724
2021-04-10,media,Bantamweight,1,,Petr Yan,d661ce4da776fc20
2021-04-10,media,Bantamweight,2,,Cory Sandhagen,65f09bacd3957381
2021-04-10,media,Bantamweight,3,,Rob Font,05339613bf8e9808
2021-04-10,media,Bantamweight,4,,Cody Garbrandt,d8c7c61b176e3994
2021-04-10,media,Bantamweight,5,,José Aldo,d0f3959b4a9747e6
2021-04-10,media,Bantamweight,6,,Marlon Moraes,fea79f9bc8c68769
2021-04-10,media,Bantamweight,7,,Frankie Edgar,f2688492b9a525a3
2021-04-10,media,Bantamweight,8,,Pedro Munhoz,6bd02119599741a4
2021-04-10,media,Bantamweight,9,,Dominick Cruz,10f3ba6cd2f44a97
2021-04-10,media,Bantamweight,10,,Raphael Assunção,2f13e4020cea5b38
2021-04-10,media,Bantamweight,11,,Jimmie Rivera,9c907996820d2d69
2021-04-10,media,Bantamweight,12,,Merab Dvalishvili,c03520b5c88ed6b4
2021-04-10,media,Bantamweight,13,,Cody Stamann,bf7ad5628363eec9
2021-04-10,media,Bantamweight,14,,Kyler Phillips,60425d07ef4b91a7
2021-04-10,media,Bantamweight,15,,Marlon Vera,7c7332319c14094c
2021-04-10,media,Featherweight,0,,Alexander Volkanovski,e1248941344b3288
2021-04-10,media,Featherweight,1,,Max Holloway,150ff4cc642270b9
2021-04-10,media,Featherweight,2,,Brian Ortega,def8166ff24bd237
2021-04-10,media,Featherweight,3,,Zabit Magomedsharipov,87aa9fb63d6b51a1
2021-04-10,media,Featherweight,4,,Yair Rodríguez,cbf5e6f231b55443
2021-04-10,media,Featherweight,5,,Chan Sung Jung,c451d67c09c55418
2021-04-10,media,Featherweight,6,,Calvin Kattar,751de04455cfaac0
2021-04-10,media,Featherweight,7,,Josh Emmett,fba03cd6cc28dc41
2021-04-10,media,Featherweight,8,,Dan Ige,82a5152216251682
2021-04-10,media,Featherweight,9,,Jeremy Stephens,18968f97ad34f15c
2021-04-10,media,Featherweight,10,,Arnold Allen,040a74bb0a465c54
2021-04-10,media,Featherweight,11,,Sodiq Yusuff,94426bb170c88115
2021-04-10,media,Featherweight,12,,Shane Burgos,98d961097baaf308
2021-04-10,media,Featherweight,13,,Bryce Mitchell,d9c6f19f958643e9
2021-04-10,media,Featherweight,14,,Edson Barboza,64a50dad704d1d49
2021-04-10,media,Featherweight,15,,Movsar Evloev,76e2870ffafbe38f
2021-04-10,media,Flyweight,0,,Deiveson Figueiredo,aa72b0f831d0bfe5
2021-04-10,media,Flyweight,1,,Brandon Moreno,792be9a24df82ed6
2021-04-10,media,Flyweight,2,,Askar Askarov,b1d19449397541dc
2021-04-10,media,Flyweight,3,,Alexandre Pantoja,a0f0004aadf10b71
2021-04-10,media,Flyweight,4,,Alex Perez,ab2b4ff41d6ebe0f
2021-04-10,media,Flyweight,5,,Joseph Benavidez,80eacd4da0617c57
2021-04-10,media,Flyweight,6,,Brandon Royval,6e15f63b6c2e2c15
2021-04-10,media,Flyweight,7,,Kai Kara-France,853eb0dd5c0e2149
2021-04-10,media,Flyweight,8,,Matt Schnell,67c1d46f4ed16f9e
2021-04-10,media,Flyweight,9,,Rogério Bontorin,07a2bdaa0afdd831
2021-04-10,media,Flyweight,10,,Tim Elliott,c96d9178c9ed9e62
2021-04-10,media,Flyweight,11,,David Dvořák,9ada30894bf04e19
2021-04-10,media,Flyweight,12,,Raulian Paiva,82b4e942781b1046
2021-04-10,media,Flyweight,13,,Su Mudaerji,3cf18e01cb6cbde3
2021-04-10,media,Flyweight,14,,Matheus Nicolau,1a31ef98efce7a79
2021-04-10,media,Flyweight,15,,Amir Albazi,6d35bf94f7d30241
2021-04-10,media,Heavyweight,0,,Francis Ngannou,8d03ce87ca14e778
2021-04-10,media,Heavyweight,1,,Stipe Miocic,d28dee5c705991df
2021-04-10,media,Heavyweight,2,,Derrick Lewis,d3df1add9d9a7efb
2021-04-10,media,Heavyweight,3,,Curtis Blaydes,fa6796c55d6c5440
2021-04-10,media,Heavyweight,4,,Ciryl Gane,787bb1f087ccff8a
2021-04-10,media,Heavyweight,5,,Alexander Volkov,279566840aa55bf2
2021-04-10,media,Heavyweight,6,,Jairzinho Rozenstruik,2cd428e9606856fd
2021-04-10,media,Heavyweight,7,,Shamil Abdurakhimov,2f5cbecbbe18bac4
2021-04-10,media,Heavyweight,8,,Walt Harris,03f982ca3735070c
2021-04-10,media,Heavyweight,9,,Augusto Sakai,441eacbe20e0e80b
2021-04-10,media,Heavyweight,10,,Chris Daukaus,d0aaedcf7ccd0b45
2021-04-10,media,Heavyweight,11,,Marcin Tybura,c9cf753cfdf77fc2
2021-04-10,media,Heavyweight,12,,Blagoy Ivanov,1788eee370f077b7
2021-04-10,media,Heavyweight,13,,Tom Aspinall,399afbabc02376b5
2021-04-10,media,Heavyweight,14,,Sergei Pavlovich,f14cf73e51b29254
2021-04-10,media,Heavyweight,15,,Aleksei Oleinik,98c23cb6da5b3352
2021-04-10,media,Light Heavyweight,0,,Jan Błachowicz,99df7d0a2a08a8a8
2021-04-10,media,Light Heavyweight,1,,Glover Teixeira,7ff97850e8c32bda
2021-04-10,media,Light Heavyweight,2,,Aleksandar Rakić,333b9e5c723ac873
2021-04-10,media,Light Heavyweight,3,,Dominick Reyes,2e19380f34871c6a
2021-04-10,media,Light Heavyweight,4,,Thiago Santos,dea070ed4a2a8281
2021-04-10,media,Light Heavyweight,5,,Jiří Procházka,009341ed974bad72
2021-04-10,media,Light Heavyweight,6,,Anthony Smith,d4c9dcd330403612
2021-04-10,media,Light Heavyweight,7,,Magomed Ankalaev,d802174b0c0c1f4e
2021-04-10,media,Light Heavyweight,8,,Volkan Oezdemir,0845c81e37d3bcb3
2021-04-10,media,Light Heavyweight,9,,Nikita Krylov,1091d4d957141094
2021-04-10,media,Light Heavyweight,10,,Johnny Walker,c21f26bbde777573
2021-04-10,media,Light Heavyweight,11,,Ryan Spann,a67f5afa8d6a1b80
2021-04-10,media,Light Heavyweight,12,,Misha Cirkunov,67f272324a030d00
2021-04-10,media,Light Heavyweight,13,,Jimmy Crute,70e1f8a821b72c8b
2021-04-10,media,Light Heavyweight,14,,Paul Craig,eabf206b162b3b83
2021-04-10,media,Light Heavyweight,15,,Jamahal Hill,5444c5a201d3ee5a
2021-04-10,media,Lightweight,1,,Dustin Poirier,029eaff01e6bb8f0
2021-04-10,media,Lightweight,2,,Justin Gaethje,9e8f6c728eb01124
2021-04-10,media,Lightweight,3,,Charles Oliveira,07225ba28ae309b6
2021-04-10,media,Lightweight,4,,Michael Chandler,4b93a88f3b1de35b
2021-04-10,media,Lightweight,5,,Tony Ferguson,22a92d7f62195791
2021-04-10,media,Lightweight,6,,Conor McGregor,f4c49976c75c5ab2
2021-04-10,media,Lightweight,7,,Rafael dos Anjos,6a2f7c151031653d
2021-04-10,media,Lightweight,8,,Dan Hooker,193b9d1858bc4df3
2021-04-10,media,Lightweight,9,,Beneil Dariush,08af939f41b5a57b
2021-04-10,media,Lightweight,10,,Paul Felder,e5010b1b94ca5755
2021-04-10,media,Lightweight,11,,Islam Makhachev,275aca31f61ba28c
2021-04-10,media,Lightweight,12,,Carlos Diego Ferreira,f53d4f21d1b5f2dc
2021-04-10,media,Lightweight,13,,Kevin Lee,ee9ebceabfd16fa7
2021-04-10,media,Lightweight,14,,Al Iaquinta,59279a7c978f7da0
2021-04-10,media,Lightweight,15,,Gregor Gillespie,84ff027394f7e470
2021-04-10,media,Middleweight,0,,Israel Adesanya,1338e2c7480bdf9e
2021-04-10,media,Middleweight,1,,Robert Whittaker,e1147d3d2dabe1ce
2021-04-10,media,Middleweight,2,,Paulo Costa,2e5c2aa8e4ab9d82
2021-04-10,media,Middleweight,3,,Jared Cannonier,13a0275fa13c4d26
2021-04-10,media,Middleweight,4,,Derek Brunson,b1a3e0aca758b322
2021-04-10,media,Middleweight,5,,Darren Till,9ce6d5a03af801b7
2021-04-10,media,Middleweight,6,,Marvin Vettori,7acbb0972e75281a
2021-04-10,media,Middleweight,7,,Jack Hermansson,0a1942069c9ad6b6
2021-04-10,media,Middleweight,8,,Kelvin Gastelum,8c0580d4fff106c1
2021-04-10,media,Middleweight,9,,Uriah Hall,65578a75fa7900e3
2021-04-10,media,Middleweight,10,,Kevin Holland,3a46b268013afede
2021-04-10,media,Middleweight,11,,Chris Weidman,3a8176e15b9887c1
2021-04-10,media,Middleweight,12,,Edmen Shahbazyan,4144798612ef96e5
2021-04-10,media,Middleweight,13,,Omari Akhmedov,16690d100f995f8f
2021-04-10,media,Middleweight,14,,Brad Tavares,0c6d9ea8306c029e
2021-04-10,media,Middleweight,15,,Sean Strickland,0d8011111be000b2
2021-04-10,media,Welterweight,0,,Kamaru Usman,f1b2aa7853d1ed6e
2021-04-10,media,Welterweight,1,,Colby Covington,dc9572dd6ec74859
2021-04-10,media,Welterweight,2,,Gilbert Burns,23024fdfc966410a
2021-04-10,media,Welterweight,3,,Leon Edwards,f1fac969a1d70b08
2021-04-10,media,Welterweight,4,,Jorge Masvidal,47b9e0e7703a4868
2021-04-10,media,Welterweight,5,,Stephen Thompson,4a28cb716c19157a
2021-04-10,media,Welterweight,6,,Vicente Luque,6d4b63c767106d3a
2021-04-10,media,Welterweight,7,,Michael Chiesa,c58f51dedb310998
2021-04-10,media,Welterweight,8,,Demian Maia,427b5953ac8e3a27
2021-04-10,media,Welterweight,9,,Neil Magny,84b3e7d38f2d2ec5
2021-04-10,media,Welterweight,10,,Tyron Woodley,effd9de9937996f8
2021-04-10,media,Welterweight,11,,Geoff Neal,b997be68943010fc
2021-04-10,media,Welterweight,12,,Li Jingliang,e64b96c07d7ce999
2021-04-10,media,Welterweight,13,,Belal Muhammad,b1b0729d27936f2f
2021-04-10,media,Welterweight,14,,Sean Brady,45f7cb591c3ab00b
2021-04-10,media,Welterweight,15,,Robbie Lawler,f2925e6db404bf1d
2021-04-10,media,Women's Bantamweight,0,,Amanda Nunes,80fa8218c99f9c58
2021-04-10,media,Women's Bantamweight,1,,Germaine de Randamie,1d239d571e342453
2021-04-10,media,Women's Bantamweight,2,,Holly Holm,634e2fb70bde3fd5
2021-04-10,media,Women's Bantamweight,3,,Aspen Ladd,d4691518d012b9e7
2021-04-10,media,Women's Bantamweight,4,,Irene Aldana,578ef12674df1e6a
2021-04-10,media,Women's Bantamweight,5,,Yana Kunitskaya,3143bf892608139a
2021-04-10,media,Women's Bantamweight,6,,Julianna Peña,3253b16d38ae087d
2021-04-10,media,Women's Bantamweight,7,,Ketlen Vieira,b9706f80d005036c
2021-04-10,media,Women's Bantamweight,8,,Sara McMann,7be74a12d7352df2
2021-04-10,media,Women's Bantamweight,9,,Macy Chiasson,9cdd2da1a9104a0b
2021-04-10,media,Women's Bantamweight,10,,Lina Länsberg,2eeaefbfc7f9fcff
2021-04-10,media,Women's Bantamweight,11,,Pannie Kianzad,91dac5e69e28d5b5
2021-04-10,media,Women's Bantamweight,12,,Marion Reneau,c7d297714d9ab1a4
